,snid,Redshift,SN_RA,SN_DEC,HOST_RA,HOST_DEC,dDLR,U-R,(U-R)_v3,LOGMASS,LOGMASS_lowerr,LOGMASS_uppererr,LOG10SFR,SFR,SFR_lowerr,SFR_uppererr,Notes
296,2023sqs,0.1,29.5800708,14.5601889,29.5799426,14.561071400000000,1.6321635755232000,0.727523979117365,-0.41,9.721,0.526,0.151,1.392,24.660393372343400,0.664,0.223,
297,2023suh,0.07,54.7853218,-9.5451236,54.78535278208330,-9.545909059722220,2.1688823318549200,0.623102573803294,0.619,8.767,0.216,0.119,-0.862,0.13740419750125200,2.371,1.233,
298,2023teu,0.04313,67.2368667,-1.8513944,67.2391991,-1.8618443,5.217694284641830,1.0875988187534800,1.784,11.059,0.075,0.337,0.773,5.929253245800000,0.599,0.258,
299,2023tfc,0.052372,9.011975,-42.9973361,9.011312500000000,-42.997615,0.9008679651446790,0.00881004,0.38,9.545,0.115,0.056,0.447,2.7989813196343600,0.32,0.539,
300,2023tfg,0.073993,333.5443833,-52.7226333,333.542306,-52.724548,4.179208003523600,1.12186,1.493,10.657,0.054,0.304,0.258,1.8113400926196000,0.708,0.67,
301,2023tfj,0.057772,73.6813083,-46.1464667,73.6806232,-46.1469565,1.5575106439214600,1.06097,1.299,10.325,0.112,0.156,0.019,1.0447202192208,0.482,0.646,
302,2023tml,0.052756,356.3176083,-26.0537056,356.31798300000000,-26.053581,0.4339063742017680,1.06046928847397,1.624,10.58,0.048,0.36,0.253,1.7906058540352900,0.576,0.592,
303,2023tnb,0.062563,18.2154125,-23.8214528,18.217268672500000,-23.81991622361110,1.2677943303874000,0.465934009483121,1.149,10.726,0.033,0.091,0.657,4.539416166502030,0.243,0.343,
304,2023tyl,0.069293,26.3400833,19.5115944,26.3400763,19.511279,0.3539930108709730,0.590915765113181,1.387,10.581,0.134,0.283,0.92,8.31763771102671,10.92,0.09,
305,2023uda,0.01489,306.6778667,10.6949667,306.67780410000000,10.6945615,0.24957316811379700,1.45153684145309,1.731,10.09,0.138,0.247,-0.775,0.16788040181225600,0.392,0.822,
306,2023vcr,0.062521,68.1443542,-32.5223194,68.1472972,-32.5204941,2.3183208900093000,1.6706,1.686,10.87,0.284,0.068,-0.506,0.3118889584093940,9.494,0.861,
307,2023vpo,0.057,7.2041292,13.086275,7.2042147,13.0860786,0.22128328973790800,0.734328655100498,0.905,9.976,0.162,0.196,0.349,2.2335722228305300,9.61,0.501,
308,2023wl,0.0458,168.949475,0.8524806,168.95282130000000,0.8596756,3.6145937173320400,0.9741570136579300,2.014,11.023,0.222,0.261,-10.0,1e-10,0.0,9.473,
309,2023wtp,0.063645,74.2557417,0.0739528,74.2556386,0.0735965,0.6934147178982300,0.543400964625818,1.202,10.138,0.132,0.281,0.568,3.698281797802660,10.568,0.157,
310,2023ytn,0.031362,131.179725,-5.4711444,131.18237680000000,-5.4746092,1.5726067610867900,0.984544698216254,1.307,10.622,0.054,0.308,0.648,4.446312674691090,0.359,0.325,
311,2023yv,0.018133,185.19385,-6.9687694,185.1980059,-6.971762,1.6271107501588300,0.904448281664258,1.454,10.153,0.085,0.352,0.171,1.4825180851459500,0.422,0.198,
312,2023yzu,0.044414,80.9978458,-20.0925417,81.0021023,-20.0813542,6.319882544551910,0.93262,1.164,10.705,0.103,0.149,0.681,4.797334486366890,0.39,0.307,
313,2023yzw,0.046193,19.5677726,-1.0040503,19.56822110208330,-1.0043265127777800,2.049366737047120,1.52565,0.713,9.807,0.144,0.235,-1.927,0.011830415557251600,6.159,0.934,
314,2023zax,0.051,146.3954875,7.1723194,146.39637700000000,7.1719426,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Hostless
315,2023zbo,0.018339,25.6052172,-16.2985469,25.605972400000000,-16.3004104,1.5579203283347800,1.06046928847397,1.591,10.238,0.023,0.311,-0.263,0.5457578610912710,9.737,0.894,
316,2023zce,0.031248,141.5875125,-31.226225,141.586447,-31.2314193,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,only g
317,2023ze,0.050494,174.4468042,-10.8905889,174.44586400000000,-10.8914651,1.2418506635896900,0.981810110357984,1.414,10.065,0.109,0.161,-0.973,0.10641430182243200,5.314,1.416,
318,2023zjm,0.036529,80.6251833,5.5708861,80.62469320000000,5.5711833000000000,0.355016141417546,1.0968952267319900,1.238,10.799,0.124,0.285,0.626,4.22668614265603,0.486,0.103,
319,2023zzi,0.033123,43.6966,15.5900917,43.6965235,15.5894571,0.31502765638005600,1.14696154032244,1.952,10.659,0.03,0.41,0.069,1.1721953655481300,10.069,0.623,
320,2024aalj,0.041,13.5092292,9.2753889,13.509371800000000,9.275231900000000,0.8742198939315870,0.8236765619064950,1.429,9.336,0.186,0.318,-0.601,0.2506109253032110,9.399,0.396,
321,2024aatk,0.06729,128.4411792,-19.3499472,128.44056130000000,-19.350028400000000,0.3574726064825750,0.827317647728421,1.69,10.712,0.125,0.13,0.571,3.7239170625456800,10.571,0.104,
322,2024aatr,0.03,152.6216667,3.7667333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Hostless
323,2024aaur,0.020171,148.6146708,-6.953025,148.61261,-6.9532997000000000,0.6695974589258160,0.9377975351813600,1.942,10.875,0.17,0.166,0.06,1.1481536214968800,0.732,0.358,
324,2024abnh,0.013653,356.1991042,12.8542611,356.1996732,12.8552457,0.5952736402211970,-0.1923181339440130,0.583,8.567,0.167,0.221,-0.78,0.16595869074375600,2.397,1.192,
325,2024abnm,0.042701,9.9935417,5.3394583,9.9925068,5.3395039000000000,1.1072478693093700,0.5430532600548470,1.326,9.986,0.057,0.152,-0.244,0.5701642722807480,9.756,0.782,
326,2024abrm,0.086,32.182525,6.5059917,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Hostless
327,2024abti,0.0406,99.0484292,-47.1710972,99.04677750000000,-47.1698825,0.8325315128181520,1.5489320803226600,1.647,10.768,0.325,0.269,0.565,3.672823004980850,0.921,0.229,
328,2024abtt,0.029887,46.476379,-12.274553,46.475945000000000,-12.274288,0.672602744372959,0.688843,0.87,9.299,0.088,0.062,-0.559,0.27605778562203500,0.153,0.309,
329,2024acac,0.066998,84.129583,-42.308264,84.12922240000000,-42.3106179,1.8428048837805500,0.881778,1.285,9.362,0.097,0.175,0.619,4.1591061049402200,6.182,0.456,
330,2024acde,0.055348,29.012171,-2.443125,29.013588000000000,-2.4419712000000000,1.9281217055087100,0.790862,0.787,9.783,0.177,0.125,0.163,1.455459080581970,5.024,1.051,
331,2024acrh,0.075185,170.1307917,-13.5505,170.1315348,-13.5513323,1.0765681957983600,1.2860477260820900,1.555,10.85,0.314,0.229,0.875,7.498942093324560,10.875,0.126,
332,2024actb,0.06,100.0372208,-22.3129278,100.03778296666700,-22.31310115666670,2.1441511030186600,0.4363197157841510,1.072,7.976,0.855,0.436,-0.588,0.25822601906346000,5.877,0.464,
333,2024adyi,0.038914,166.8627208,-4.5985639,166.859956,-4.5985441,1.16780838103668,1.000072855064830,1.681,10.751,0.129,0.278,0.388,2.443430552693970,0.449,0.413,
334,2024adzq,0.056615,18.877783,-32.687531,18.878648100000000,-32.685971100000000,2.096762298334190,1.11849,1.005,9.722,0.022,0.139,-0.195,0.6382634861905490,0.074,0.189,
335,2024adzv,0.05967,37.574071,-29.383278,37.57293610000000,-29.3846774,0.9079679308483990,1.47427,1.563,10.865,0.260,0.171,0.26,1.8197008586099800,0.416,0.526,
336,2024aedt,0.018413,27.8924917,8.2513444,27.904296700000000,8.2565946,4.0608058790826300,1.7057828944754300,2.028,11.093,0.352,0.132,-4.319,4.79733448636689e-05,5.681,4.461,
337,2024aegm,0.024617,106.5599625,23.5861833,106.55953710000000,23.5852096,0.7774051452674010,0.9673506407090860,1.846,10.682,0.116,0.322,0.115,1.3031667784523000,1.106,0.216,
338,2024aeis,0.01932,120.5445125,-22.9425972,120.54518020000000,-22.9421011,0.3043581487377660,0.6934287935555970,1.453,10.361,0.051,0.188,-8.613,2.43781081836876e-09,1.387,6.946,
339,2024aejs,0.064399,165.6297833,-16.8394028,165.6313229,-16.8422132,3.373974640918970,1.248382824022540,1.859,10.781,0.298,0.217,-0.232,0.5861381645140290,9.768,0.9,
340,2024aemk,0.057661,87.26015,-20.059744,87.2582406,-20.0594971,2.9183817878784200,1.310163684382430,1.353,9.648,0.104,0.245,-0.912,0.12246161992650500,9.088,0.657,
341,2024aemo,0.057946,64.415492,-30.059953,64.41514381458330,-30.060252518055600,0.4807594971650210,1.1596,1.467,10.314,0.079,0.307,-0.248,0.5649369748123030,0.371,0.591,
342,2024aeou,0.049117,359.2058792,-34.7117389,359.20734590000000,-34.7135395,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,N/A
343,2024aevp,0.017,179.3751833,-14.6386722,179.37461170000000,-14.6387126,0.8445399998800980,0.5239398846031800,0.739,8.706,0.145,0.051,-0.921,0.11994993031493800,0.443,0.495,
344,2024aewf,0.06,177.1220542,3.666125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Hostless
345,2024aeyv,0.061108,116.9789667,-48.1512028,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Hostless
346,2024agf,0.041817,31.8385542,1.9284528,31.839955100000000,1.9296828,1.3232371029762900,1.58112924639471,1.628,10.682,0.317,0.173,-0.276,0.5296634438916580,9.724,1.1,
347,2024agky,0.038914,140.4538708,-33.3192,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,N/A
348,2024agld,0.02,18.4635833,-31.7917722,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,N/A
349,2024ahf,0.030869,166.9542625,2.3575361,166.9547205,2.3566722,0.6555605916700660,0.792315110739793,1.49,10.452,0.14,0.316,0.385,2.4266100950824200,10.385,0.412,
350,2024any,0.0082,47.2409792,-2.9460889,47.23652070000000,-2.9550483,3.4303342938592300,1.1469615403224400,1.176,9.843,0.029,0.247,-0.185,0.6531305526474720,0.23,0.326,
351,2024apt,0.018503,156.4036292,-2.2109056,156.39763330000000,-2.2152238,2.111440055364890,1.16937966630793,1.427,10.534,0.225,0.199,0.45,2.8183829312644500,0.933,0.345,
352,2024axd,0.047,75.0508625,-11.3478667,75.05068505291670,-11.348172661111100,1.5203353236698400,0.9818101103579840,0.696,7.917,0.688,0.376,-1.934,0.011641260294104900,8.066,1.526,
353,2024bha,0.077702,82.8916042,-39.0514694,82.89403950000000,-39.0495692,1.2072265088977200,1.68061,1.803,11.073,0.295,0.119,-0.018,0.9594006315159330,0.394,0.604,
354,2024bhi,0.071093,120.43015,-13.4450778,120.4305873,-13.4435647,2.408180002988920,1.79409692645029,1.768,10.863,0.383,0.057,-0.183,0.6561452663029050,9.817,0.564,
355,2024bks,0.019807,196.8401333,-27.3753389,196.87107520000000,-27.3890702,10.507545412137900,1.2698343010606800,1.944,10.719,0.062,0.399,-0.011,0.974989637717387,0.732,0.357,
356,2024bqu,0.078189,163.9959125,11.9154389,163.9966002,11.9175379,2.4989196330937700,1.52139398726331,1.527,11.038,0.36,0.15,0.985,9.660508789898130,10.985,0.222,
357,2024cvb,0.043553,153.2001625,-2.6893972,153.20207850000000,-2.6883053,1.5662712876028400,1.20868661718225,1.688,11.199,0.278,0.211,0.875,7.498942093324560,10.875,0.318,
358,2024ev,0.058218,125.2487958,22.0559278,125.24973700000000,22.056772000000000,1.6764090358482100,1.35587249090209,1.469,10.591,0.32,0.144,-0.129,0.7430191378967010,9.871,1.025,
359,2024fbo,0.011501,196.5555,-30.1612361,196.5545771,-30.1604955,0.35326720941000600,1.248382824022540,1.618,9.962,0.244,0.153,-0.252,0.5597576014951100,0.407,0.376,
360,2024fcd,0.04,177.7918667,0.2469333,177.79207434375000,0.24711060277777800,1.2935427214281300,1.2365022082894500,0.899,8.035,0.126,0.385,-1.727,0.018749945080674200,0.165,1.308,
361,2024fwj,0.051567,183.4151458,14.2442639,183.41480400000000,14.244111000000000,0.6485705827863050,0.936340992007899,1.612,10.366,0.204,0.304,0.517,3.2885163087598300,10.517,0.139,
362,2024gbt,0.02,189.4983292,-27.4345417,189.49794659291700,-27.434497108333300,4.937894303398040,-0.3815575638300570,0.505,6.402,0.823,1.366,-1.695,0.020183663636815600,8.305,0.274,
363,2024gda,0.054253,161.7189792,11.8363806,161.7177927,11.8390464,0.3230329305954260,1.7413751160035100,1.267,11.143,0.273,0.1,1.741,55.08076964054040,0.491,0.151,
364,2024gpq,0.03,257.5504625,9.2523556,257.54991990000000,9.2527834,1.718737081093980,0.797197075858009,0.865,9.091,0.307,0.18,-0.322,0.4764309868054160,9.678,0.802,
365,2024gra,0.019133,178.9173167,-12.0226944,178.91739200000000,-12.0273421,1.578184145429240,1.2294094299306800,1.785,10.629,0.061,0.381,0.403,2.529297996446150,0.408,0.261,
366,2024gy,0.001183,183.9637917,13.1155833,183.97655370000000,13.1494669,2.1477293706082300,1.2298371990281800,2.162,9.646,0.131,0.287,-10.0,1e-10,0.0,7.957,
367,2024hl,0.035384,88.6844583,-35.3204111,88.68612310000000,-35.322996800000000,1.6477820343412000,1.2365022082894500,1.230,10.651,0.046,0.335,-0.936,0.115877735615513,9.064,1.609,
368,2024inv,0.004528,166.6340083,11.3784917,166.63380660000000,11.3854703,2.112996135133060,1.39213421398865,1.707,9.615,0.133,0.319,-1.965,0.010839269140212000,8.035,1.293,
369,2024jz,0.00933,233.270175,-1.6251778,233.273347,-1.6282860000000000,1.1537895057583500,0.845855598706962,0.999,9.684,0.222,0.088,-0.219,0.6039486293763800,0.422,0.385,
370,2024mze,0.037613,339.9401375,-66.7337583,339.94191880000000,-66.7333872,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,N/A
371,2024nbo,0.035194,338.4265167,-9.5207778,338.42787950000000,-9.5205321,1.0339115349676700,0.372921354781511,1.013,9.665,0.19,0.23,-0.013,0.9705099672454900,9.987,0.47,
372,2024nug,0.038877,297.9666917,-30.5791139,297.9584695,-30.5789808,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,N/A
373,2024pfr,0.03,297.6260542,8.3384167,297.62576050000000,8.3385757,0.45445130242571900,1.84304123196674,2.252,10.049,0.41,0.054,-10.0,1e-10,0.0,9.275,
374,2024pi,0.047622,118.1775542,14.8392806,118.1778255,14.840725,0.6854153291416840,0.940432846995975,1.117,10.614,0.107,0.229,0.816,6.546361740672750,0.927,0.414,
375,2024soh,0.027095,334.0869542,-31.7782528,334.0867057,-31.7772115,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,only g
376,2024tdb,0.03479,82.726525,8.975725,82.7278765,8.9727418,3.047035945532380,0.9818264752142480,1.729,9.924,0.046,0.22,-0.551,0.281190083039894,9.449,0.764,
377,2024tvz,0.062803,70.4125083,-3.0698583,70.41255,-3.0703592000000000,0.3984354775483840,1.6900595380133000,1.798,11.016,0.352,0.083,-0.49,0.32359365692962800,9.51,1.382,
378,2024txv,0.05,5.4458875,-24.352475,5.445805100000000,-24.3521967,0.2937989706565770,1.234293643252540,1.141,10.149,0.124,0.174,-0.074,0.8433347577642750,0.058,0.375,
379,2024tyg,0.05362,309.3275458,-8.0419944,309.32739500000000,-8.042586,0.7311312519263410,1.200066255769530,1.691,10.47,0.118,0.262,-0.831,0.14757065332758900,9.169,1.301,
380,2024tyz,0.0706,329.2900292,-30.8037056,329.2899647,-30.8034493,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Image quality issue
381,2024ufz,0.014283,230.8541458,-37.376725,230.85329730000000,-37.3772128,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,N/A
382,2024ula,0.036332,351.5325625,-38.1069583,351.53440100000000,-38.107037,4.4964513297644900,1.1266327342398800,1.447,10.166,0.292,0.326,-0.528,0.2964831389524340,9.472,1.098,
383,2024uns,0.021356,38.7014167,-7.6836111,38.70179720000000,-7.6836289,0.1415926029822180,0.734329,0.898,10.369,0.199,0.140,0.347,2.223309890651400,0.106,0.433,
384,2024uoc,0.057,8.5631875,-12.2673528,8.5630394,-12.268062,2.8021164587039600,0.4363197157841510,0.53,8.745,0.286,0.11,-0.803,0.15739828644662200,0.054,1.116,
385,2024uqg,0.0267,43.8312292,8.8272806,43.8341036,8.828248200000000,0.9545428201493640,0.8683740265151270,1.985,10.838,0.087,0.273,0.429,2.685344445658510,10.429,0.242,
386,2024vjo,0.032751,27.4584333,-36.3430028,27.458375000000000,-36.343222222222200,0.2326041958903440,0.829689,0.944,9.790,0.065,0.101,-0.191,0.6441692655151770,0.1,0.623,
387,2024vke,0.030192,49.3480144,-15.1765433,49.34779830416670,-15.176335542500000,1.5316674909220600,0.8527134326419340,0.826,7.813,0.34,0.081,-2.135,0.007328245331389040,2.11,0.498,
388,2024vny,0.033163,323.2582542,-22.6948639,323.2621246,-22.6978287,2.31256815832101,1.1908855336465800,1.303,9.97,0.083,0.09,-5.06,8.70963589956081e-06,1.649,5.043,
389,2024vsf,0.073651,72.0689667,-20.5943611,72.0687756,-20.5942963,0.22145749214130900,1.36604,1.699,10.613,0.124,0.298,-0.368,0.4285485203974400,9.632,0.547,
390,2024vuy,0.061019,335.6779458,-3.0624972,335.6778753,-3.0627318,0.5188755088365340,0.827317647728421,1.172,10.411,0.199,0.213,0.799,6.295061828571980,10.799,0.104,
391,2024vvz,0.051419,298.0091458,-18.1430722,298.00920550000000,-18.143787,0.46484631939536200,0.9404328469959750,1.428,10.522,0.107,0.186,0.485,3.054921113215510,0.353,0.188,
392,2024vyd,0.03988,8.5953458,10.3519778,8.5839629,10.357259000000000,8.742111130478950,0.9363409920078990,1.94,10.733,0.179,0.31,-8.29,5.12861383991366e-09,1.71,8.881,
393,2024vyi,0.072321,2.2990084,-0.6141235,2.2982507000000000,-0.61520127,1.6022505071776800,0.974157,2.006,10.882,0.197,0.210,-10.0,1e-10,0.0,10.767,
394,2024vyo,0.078,340.5935667,-13.4503333,340.59350750000000,-13.4496102,1.375091476497100,0.8640584396067650,0.903,9.671,0.155,0.083,-0.385,0.4120975190973300,0.342,0.772,
395,2024wak,0.02,75.4979167,-13.9724972,75.49878130000000,-13.9707324,2.040754730813150,0.2569552086971070,0.568,8.793,0.058,0.093,-0.635,0.23173946499684800,0.979,0.073,
396,2024wrn,0.067,19.9119792,7.1281944,19.911539300000000,7.1279486,0.7348117865687790,0.754874484301709,1.593,10.257,0.171,0.344,0.241,1.741806873391610,10.241,0.35,
397,2024wuj,0.074311,39.5849368,4.7231768,39.5850332,4.7228997,0.8518268651031790,0.7343286551004980,0.738,9.819,0.137,0.109,0.657,4.539416166502030,8.811,0.632,
398,2024wye,0.03203,346.3219375,-9.3606472,346.32228170000000,-9.3609349,0.37562678856728400,0.6888425910802600,0.994,10.08,0.186,0.185,0.295,1.9724227361148500,0.971,0.533,
399,2024xal,0.005041,56.005646,-14.362331,56.004631600000000,-14.358821000000000,0.8907011557212660,0.916053,1.204,9.557,0.111,0.209,-0.384,0.4130475019901610,0.374,0.167,
400,2024xub,0.04021,95.20032,-39.69797,95.20042620000000,-39.696525600000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Image quality issue
401,2024xyn,0.020637,39.849871,2.652189,39.848199700000000,2.6514524000000000,1.0706955248367000,1.13862,1.348,9.515,0.179,0.352,-0.518,0.30338911841942700,9.482,0.402,
402,2024yid,0.060229,41.82074,-69.2039,41.82768540000000,-69.20386620000000,1.2572897928476700,1.3921342139886500,1.713,11.107,0.175,0.381,0.113,1.297179270983960,0.775,0.842,
403,2024ykr,0.03621,17.635354,-5.705381,17.637904200000000,-5.7082219,1.7067504688419900,1.04893,1.409,10.283,0.247,0.122,0.013,1.030386120441620,10.013,0.508,
404,2024yrj,0.03,4.6346708,7.0767972,4.6307014000000000,7.0765688000000000,2.2844292897268300,0.5430532600548470,1.184,9.858,0.125,0.249,-0.172,0.6729766562843180,9.828,0.641,
405,2024zsj,0.045368,52.182146,-19.952292,52.182716900000000,-19.9520254,0.2620632802290410,0.893612,1.654,10.747,0.148,0.292,0.41,2.5703957827688600,0.487,0.387,
406,2025acj,0.047188,195.5398333,3.1041528,195.54491,3.10661,3.5589110572279100,1.1132927685582200,1.298,10.926,0.169,0.244,1.002,10.046157902784000,1.037,0.298,
407,2025acu,0.03039,158.3589583,1.8413389,158.35908,1.84045,0.7605648942901670,0.21226805647126000,0.541,9.558,0.348,0.128,-0.024,0.9462371613657930,1.832,0.599,
408,2025aes,0.051257,202.6599,-34.9695278,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,N/A
409,2025afh,0.03044,46.953725,-4.2602722,46.9509185422,-4.2625863140,2.232642545335680,1.1912104898629300,1.495,10.467,0.081,0.283,0.234,1.7139573075084300,0.447,0.531,
410,2025afx,0.040766,104.8160708,-45.9066056,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,N/A
411,2025an,0.046143,164.2760708,12.5883361,164.27631,12.58982,2.505678291930960,1.670599842137050,1.717,10.163,0.362,0.18,-10.0,1e-10,0.0,10.31,
412,2025aov,0.027063,185.7276667,12.565625,185.7291230313,12.5667431337,2.142926522277770,0.754874484301709,1.084,9.786,0.168,0.181,-0.253,0.5584701947368310,7.583,0.728,
413,2025aoz,0.064252,151.3448333,7.4573278,151.3435017848,7.4579079310,0.9105833015121740,1.248382824022540,1.485,10.943,0.296,0.185,0.361,2.296148648112360,10.361,0.611,
414,2025arc,0.017353,202.3320333,-47.0987028,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,N/A
415,2025ask,0.023629,213.2035333,15.7361194,213.2036597677,15.7371447120,1.1374631013613800,0.808937304523738,0.617,9.569,0.2,0.139,-0.261,0.5482769649208540,0.319,1.024,
416,2025at,0.075855,37.0980042,-9.3135222,37.0987738880,-9.3136471182,1.1965092594422600,0.4363197157841510,0.44,9.553,0.381,0.107,1.055,11.350108156723100,4.302,0.327,
417,2025awf,0.069771,171.1336833,-32.0579639,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,N/A
418,2025ayl,0.026776,205.8556042,16.6632167,205.85553,16.66321,0.09504311374815280,1.295472993011520,1.538,9.795,0.11,0.36,-5.731,1.8578044550917e-06,4.269,5.965,
419,2025ayo,0.051516,210.6925792,-2.0853667,210.6939703810,-2.0835991520,1.7591497140030400,1.6546763814126400,1.957,10.936,0.389,0.131,-4.023,9.48418463300898e-05,5.977,4.688,
420,2025azf,0.054139,135.9962833,0.7403722,135.99582,0.73993,0.9944772120344900,1.0569429815167600,1.006,9.438,0.171,0.253,-0.638,0.23014418174085100,9.362,1.466,
421,2025azh,0.060387,116.9000583,5.6257444,116.9000924368,5.6252691267,0.8618935548389550,-0.05809776065319740,2.109,8.502,0.325,0.276,-10.0,1e-10,0.0,9.34,
422,2025bbe,0.02774,213.5369458,3.2246944,213.5371489228,3.2251787470,0.4718220147675620,0.754874484301709,0.889,10.081,0.144,0.182,0.141,1.383566378971780,0.595,0.527,
423,2025bbx,0.067705,221.7853917,-39.5093472,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,N/A
424,2025bdc,0.041959,219.9699792,12.3725083,219.9703955757,12.3716756138,1.0667071735480500,0.9845446982162540,1.405,10.496,0.083,0.287,-0.154,0.7014552984199710,8.217,1.104,
425,2025bdl,0.06,99.5348,-40.0429861,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,N/A
426,2025beu,0.061433,154.1957292,-14.5526222,154.1960408788,-14.5527708677,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Image quality issue
427,2025bg,0.043619,156.5072708,21.5938444,156.5073650534,21.5939964782,0.24923089414347900,1.1693796663079300,1.147,10.44,0.252,0.158,0.577,3.77572190925416,1.413,0.319,
428,2025bqz,0.05416,136.603575,-9.8974111,136.6034125589,-9.8970295346,0.6088519105801620,0.664848278343797,1.51,10.348,0.094,0.182,0.523,3.3342641276323500,1.048,0.063,
429,2025byc,0.065361,210.615675,7.1057139,210.6151770159,7.1061692231,0.7595808063882310,0.40169688455313200,0.565,9.983,0.313,0.189,1.104,12.705741052085400,3.19,0.462,
430,2025clk,0.068291,178.0112,12.3340333,178.0112344724,12.3337160819,0.37360631845125000,0.5430532600548470,1.202,10.252,0.153,0.288,0.695,4.954501908047900,10.695,0.132,
431,2025cxg,0.029261,101.3513583,14.3349389,101.3471134166,14.3363813829,1.5420226956445700,1.2294094299306800,1.615,10.732,0.061,0.302,0.52,3.311311214825910,0.609,0.108,
432,2025dbu,0.071802,197.207025,1.4494861,197.2067110085,1.4499764206,0.6281218144157530,1.1824581244754300,1.671,10.506,0.08,0.445,-0.073,0.84527884516029,9.927,1.015,
433,2025dby,0.056062,194.4980125,9.9477,194.5004446114,9.9488816368,2.2411072308398800,0.9741570136579300,0.766,10.295,0.229,0.131,1.075,11.885022274370200,1.38,0.519,
434,2025dd,0.085645,162.785925,-2.3498,162.7853723471,-2.3502587505,1.0224919255156600,0.6934287935555970,1.1,10.322,0.147,0.298,0.936,8.629785477669710,10.936,0.134,
435,2025efa,0.016221,194.3679917,-28.2018861,194.3699420210,-28.2048784697,1.4558663886016100,1.0604692884739700,1.345,10.183,0.043,0.311,0.329,2.1330449131465800,0.554,0.278,
436,2025efc,0.0163,143.6813542,-21.9311278,143.6814839514,-21.9277834107,1.410829160267980,1.1824581244754300,1.677,10.574,0.027,0.357,-0.625,0.23713737056616600,9.375,1.519,
437,2025eqf,0.042,219.1692458,-14.9254639,219.1702051292,-14.9271608682,2.1913831028235800,0.644471291145706,1.202,9.887,0.053,0.211,-0.147,0.7128530301265200,0.353,0.281,
438,2025est,0.042939,184.4315086,13.1681653,184.4336793837,13.1708352030,2.209193027777070,0.6154832631276720,0.907,10.532,0.139,0.192,0.765,5.821032177708710,0.462,0.508,
439,2025evw,0.019,97.7048333,-27.883075,97.7066978279,-27.8840197168,2.6413298361547200,1.295472993011520,1.04,8.83,0.105,0.386,-2.421,0.003793149849736820,5.051,1.358,
440,2025ezb,0.0626,167.2922917,1.9684194,167.2918465589,1.9685266259,0.7310548087095110,0.3392591228300430,0.879,9.522,0.198,0.28,-0.524,0.2992264636608190,0.092,1.337,
441,2025ezk,0.06219,76.4905542,-13.5574278,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Hostless
442,2025fi,0.027854,42.2726958,-14.4683528,42.2670072778,-14.4705759494,1.5973237662483300,1.914216464114430,2.085,11.349,0.448,0.037,0.76,5.7543993733715700,0.446,0.039,
443,2025fto,0.079363,234.9197208,6.3418333,234.9187338779,6.3444414708,2.4327667725540700,0.7343286551004980,1.05,9.944,0.248,0.194,-0.186,0.6516283940608430,6.562,1.569,
444,2025ftp,0.044044,137.203925,23.0964361,137.2030922597,23.0954050597,1.9080321318655900,0.9363409920078990,1.071,9.739,0.206,0.182,-0.047,0.8974287945007480,9.953,0.519,
445,2025fvw,0.006051,233.8574308,12.0577223,233.8467047295,12.0476251721,2.9085350592752300,0.808937304523738,1.308,9.955,0.106,0.16,-0.074,0.8433347577642750,0.462,0.417,
446,2025gj,0.009093,146.084375,-21.2728889,146.0666673977,-21.2780062830,2.9552169561738,1.5077761095535300,1.871,10.967,0.138,0.347,0.305,2.0183663636815600,0.554,0.264,
447,2025gm,0.074922,119.3083875,-19.6697583,119.3074629404,-19.6696114576,3.882577889412860,1.8717635113636000,1.997,10.447,0.325,0.001,-10.0,1e-10,0.0,8.867,
448,2025hd,0.078874,136.5284375,-24.0646056,136.5284366993,-24.0648253995,0.20783819702032000,1.1824581244754300,1.774,10.967,0.025,0.409,0.582,3.8194427084004700,1.056,0.115,
449,2025hg,0.071231,164.8604083,-2.4760167,164.8592562871,-2.4754093686,2.392027311853200,0.8527134326419340,0.582,9.467,0.312,0.245,0.484,3.047894989627980,10.484,0.589,
